表示語	解析語
narkotino	narkotino
nartekso	nartekso
naskipova	naskipova
nasturtio	nasturtio
natalitato	natalitato
nazuo	nazuo
naŝo	naŝo
naŭkrato	naŭkrato
naŭlo	naŭlo
naŭplio	naŭplio
naŭtika	naŭtika
naŭtiko	naŭtiko
naŭtiloidoj	naŭtiloidoj
naŭto	naŭto
nefometro	nefometro
nefoskopo	nefoskopo
nefra	nefra
nefrektomio	nefrektomio
nefridio	nefridio
nefrito	nefrito
nefro	nefro
nefrolepido	nefrolepido
nefrologio	nefrologio
nefrono	nefrono
nefropatio	nefropatio
nefrozo	nefrozo
negativismo	negativismo
negativisto	negativisto
negroida	negroida
negundo	negundo
nekroforo	nekroforo
nekroloĝo	nekroloĝo
nektario	nektario
nektona	nektona
nektonano	nektonano
nektono	nektono
nektonulo	nektonulo
nelga	nelga
nelge	nelge
nelumbo	nelumbo
nemakejlo	nemakejlo
nemathelmintoj	nemathelmintoj
nemertoj	nemertoj
nen	nen
neni	neni
nenioma	nenioma
neofrono	neofrono
neogeno	neogeno
neologo	neologo
neoplasmo	neoplasmo
neoplazio	neoplazio
neornitoj	neornitoj
neotena	neotena
neoteneco	neoteneco
neotio	neotio
nepao	nepao
nepento	nepento
nepeto	nepeto
neralo	neralo
nereido	nereido
neritika	neritika
neritiko	neritiko
nero	nero
nerolio	nerolio
nerolo	nerolo
nervizi	nervizi
nervologio	nervologio
nestorianismo	nestorianismo
nestoriano	nestoriano
nette	nette
nevajo	nevajo
neŭmo	neŭmo
neŭrito	neŭrito
neŭro	neŭro
neŭrolepta	neŭrolepta
neŭroleptaĵo	neŭroleptaĵo
neŭrolepto	neŭrolepto
neŭrologo	neŭrologo
neŭromo	neŭromo
neŭropatio	neŭropatio
neŭropato	neŭropato
neŭrosporo	neŭrosporo
neŭrotropa	neŭrotropa
neŭrulo	neŭrulo
neŭtona	neŭtona
nifologio	nifologio
nikelino	nikelino
nikromo	nikromo
niksino	niksino
niktagacoj	niktagacoj
niktago	niktago
nikteo	nikteo
niktito	niktito
niobato	niobato
niobo	niobo
nistagmo	nistagmo
nitelo	nitelo
nitreno	nitreno
nitri	nitri
nitrilo	nitrilo
nitrozo	nitrozo
nitrozoilo	nitrozoilo
nitrozomonado	nitrozomonado
nitrumo	nitrumo
nocivo	nocivo
noetiko	noetiko
nokoj	nokoj
noktŭo	noktŭo
nomarkio	nomarkio
nomeso	nomeso
nominacio	nominacio
non	non
nona	nona
nonano	nonano
nono	nono
nopalo	nopalo
nor	nor
norena	norena
norito	norito
normumi	normumi
norveĝo	norveĝo
noskapino	noskapino
nostoko	nostoko
notakanto	notakanto
notakantoformaj	notakantoformaj
notofago	notofago
nov	nov
novao	novao
novismo	novismo
noĥĉo	noĥĉo
nucifrago	nucifrago
nukleazo	nukleazo
nuklegamio	nuklegamio
nukleogamio	nukleogamio
nukleoliza	nukleoliza
nukleosomo	nukleosomo
nukleotido	nukleotido
nukleozido	nukleozido
nukulo	nukulo
nuleco	nuleco
nulejo	nulejo
numena	numena
numeno	numeno
numulitedoj	numulitedoj
numulito	numulito
numulitoj	numulitoj
nutacio	nutacio
oaristo	oaristo
ob	ob
obeluso	obeluso
obeza	obeza
obezeco	obezeco
obleco	obleco
obskuranto	obskuranto
obskurismo	obskurismo
obskuristo	obskuristo
obteni	obteni
obturatoro	obturatoro
obtuzilo	obtuzilo
obĵeti	obĵeti
oceanologio	oceanologio
ocela	ocela
ocelo	ocelo
ocitocino	ocitocino
odometro	odometro
odonatoj	odonatoj
odontoido	odontoido
oestradiolo	oestradiolo
oestriga	oestriga
oestro	oestro
oestrogeno	oestrogeno
oestrono	oestrono
ofiklejdo	ofiklejdo
ofiuro	ofiuro
ofiuroidoj	ofiuroidoj
ofrio	ofrio
oftalma	oftalma
oftalmo	oftalmo
oftalmometro	oftalmometro
oftalmoskopio	oftalmoskopio
oide	oide
ojdemio	ojdemio
ojdio	ojdio
ojstredoj	ojstredoj
okluzio	okluzio
okromo	okromo
oksazolo	oksazolo
oksidazo	oksidazo
oksimo	oksimo
oksimoro	oksimoro
oksio	oksio
oksitona	oksitona
oksiuricido	oksiuricido
oksiuro	oksiuro
oksiurozo	oksiurozo
okso	okso
oksonio	oksonio
okt	okt
okta	okta
oktaedro	oktaedro
okteto	okteto
okto	okto
oktopodo	oktopodo
okzalilo	okzalilo
olato	olato
oldovajo	oldovajo
oleino	oleino
oleosomo	oleosomo
oleumo	oleumo
olfakta	olfakta
olfakto	olfakto
oligo	oligo
oligoelemento	oligoelemento
oligoketoj	oligoketoj
oligoklazo	oligoklazo
oligopolo	oligopolo
oligoterapio	oligoterapio
oligoĥeto	oligoĥeto
olivenito	olivenito
olivinito	olivinito
olivino	olivino
ologio	ologio
omaso	omaso
omatidio	omatidio
omego	omego
omeno	omeno
omento	omento
omero	omero
ommetro	ommetro
omnibuŝo	omnibuŝo
onagracoj	onagracoj
onagro	onagro
onagroleo	onagroleo
onani	onani
oncidio	oncidio
ongleto	ongleto
onikŝo	onikŝo
onio	onio
onko	onko
onkocerko	onkocerko
onkocerkozo	onkocerkozo
onkogena	onkogena
onkologio	onkologio
onomastiko	onomastiko
ononido	ononido
onopordo	onopordo
oomikotoj	oomikotoj
oosfero	oosfero
oosporo	oosporo
opaka	opaka
operkulo	operkulo
operono	operono
opidumo	opidumo
opiliono	opiliono
opilionuloj	opilionuloj
opoterapio	opoterapio
opresi	opresi
opresio	opresio
opta	opta
optimuma	optimuma
opto	opto
optometrio	optometrio
optometro	optometro
or	or
orangutano	orangutano
orbikulo	orbikulo
oreado	oreado
oreo	oreo
organigramo	organigramo
organizacio	organizacio
orhava	orhava
orielo	orielo
orifico	orifico
oriflamo	oriflamo
orioledoj	orioledoj
orizo	orizo
orkidacoj	orkidacoj
orkidektomio	orkidektomio
orlopo	orlopo
ornitiskioj	ornitiskioj
ornitogalo	ornitogalo
ornitoloĝo	ornitoloĝo
ornitopo	ornitopo
ornitopodo	ornitopodo
orno	orno
orobanko	orobanko
orogenezo	orogenezo
orontio	orontio
ortaĵo	ortaĵo
ortikono	ortikono
ortodoksismo	ortodoksismo
ortodokŝa	ortodokŝa
ortofona	ortofona
ortofonisto	ortofonisto
ortognata	ortognata
ortogramo	ortogramo
ortoklazo	ortoklazo
ortokromatismo	ortokromatismo
ortoromba	ortoromba
oscilatorio	oscilatorio
oseto	oseto
oskuli	oskuli
osmiato	osmiato
ostalgio	ostalgio
osteino	osteino
ostektomio	ostektomio
osteomjelito	osteomjelito
osteopatio	osteopatio
ostino	ostino
ostiolo	ostiolo
ostito	ostito
ostogena	ostogena
ostomio	ostomio
ostomo	ostomo
ostopatio	ostopatio
ostotomio	ostotomio
ostrako	ostrako
ostrakodermoj	ostrakodermoj
ostrakodoj	ostrakodoj
ostrogoto	ostrogoto
ota	ota
otalgio	otalgio
otariedoj	otariedoj
ote	ote
otologio	otologio
otomio	otomio
otoskopio	otoskopio
otoskopo	otoskopo
ovariektomio	ovariektomio
ovariito	ovariito
ovocito	ovocito
ovogonio	ovogonio
ovoido	ovoido
ovotido	ovotido
ovovivonaskulo	ovovivonaskulo
ovri	ovri
ozazono	ozazono
ozido	ozido
ozo	ozo
ozokerito	ozokerito
ozonilo	ozonilo
ozonizi	ozonizi
ozonizilo	ozonizilo
paeljo	paeljo
pagelo	pagelo
paguredoj	paguredoj
pajeno	pajeno
pajro	pajro
paksilo	paksilo
paladino	paladino
palakvio	palakvio
palatino	palatino
palatito	palatito
paledizi	paledizi
palefreno	palefreno
palemono	palemono
paleo	paleo
paleodiktiopteroj	paleodiktiopteroj
paleogeno	paleogeno
paleontoloĝo	paleontoloĝo
palestro	palestro
palia	palia
palinodio	palinodio
paliumo	paliumo
palmata	palmata
palmito	palmito
palpebrito	palpebrito
paludismo	paludismo
panako	panako
pandaledoj	pandaledoj
pandalo	pandalo
pandemonio	pandemonio
panhaso	panhaso
paniklito	paniklito
pankracio	pankracio
pankratio	pankratio
pankreatektomio	pankreatektomio
pankreatito	pankreatito
panopeo	panopeo
panoplio	panoplio
panslavismo	panslavismo
pantoteno	pantoteno
pantuno	pantuno
panuso	panuso
papajino	papajino
papavacoj	papavacoj
papaverino	papaverino
papavino	papavino
papaŭo	papaŭo
papeco	papeco
papiamento	papiamento
papilo	papilo
papilomozo	papilomozo
papiloto	papiloto
papiro	papiro
papirologio	papirologio
papirologo	papirologo
papiruŝo	papiruŝo
papulo	papulo
paraboloido	paraboloido
paracentezo	paracentezo
paradoso	paradoso
parafizo	parafizo
parakoro	parakoro
paramecio	paramecio
parasimpato	parasimpato
paratakso	paratakso
paratiroido	paratiroido
paraziticido	paraziticido
parazitozo	parazitozo
parazooj	parazooj
parciala	parciala
paregorika	paregorika
parezo	parezo
parietario	parietario
parkumi	parkumi
parlamentario	parlamentario
parmelio	parmelio
paroksitona	paroksitona
paronikio	paronikio
paroniĥio	paroniĥio
parotidito	parotidito
partenociso	partenociso
partenogenezo	partenogenezo
partitiva	partitiva
paruedoj	paruedoj
paruzio	paruzio
pasato	pasato
paseredoj	paseredoj
paspartuo	paspartuo
pastiso	pastiso
pataĵo	pataĵo
paternalismo	paternalismo
pateto	pateto
patienco	patienco
patio	patio
patno	patno
patogenezo	patogenezo
patognomonia	patognomonia
patoloĝo	patoloĝo
patoŝo	patoŝo
patristiko	patristiko
patrologio	patrologio
patroneo	patroneo
pavano	pavano
paĉinia	paĉinia
paŝtismo	paŝtismo
paŭlinio	paŭlinio
paŭlovnio	paŭlovnio
pecajo	pecajo
pedagoĝo	pedagoĝo
pedalio	pedalio
pedicelo	pedicelo
pediklo	pediklo
pedikuri	pedikuri
pedikuristo	pedikuristo
pedipalpo	pedipalpo
pedologo	pedologo
pegmatito	pegmatito
pegoformaj	pegoformaj
pegoido	pegoido
pejorativa	pejorativa
pejotlo	pejotlo
pektineo	pektineo
pekto	pekto
pektoralo	pektoralo
pelaga	pelaga
pelagano	pelagano
pelagianismo	pelagianismo
pelagiismo	pelagiismo
pelago	pelago
pelagulo	pelagulo
peletierino	peletierino
pelmela	pelmela
pelvometrio	pelvometrio
pemfigo	pemfigo
pendentivo	pendentivo
peneedoj	peneedoj
peneo	peneo
peneplano	peneplano
penicilo	penicilo
penisito	penisito
peniŝo	peniŝo
pensionato	pensionato
pent	pent
pentano	pentano
pentanolo	pentanolo
pentotalo	pentotalo
penĉo	penĉo
peplo	peplo
peplomo	peplomo
peponedo	peponedo
pepono	pepono
pepsinogeno	pepsinogeno
peptidazo	peptidazo
peptido	peptido
pereiva	pereiva
perestrojko	perestrojko
perfektivo	perfektivo
perforado	perforado
perfori	perfori
pergolo	pergolo
perianto	perianto
periciklo	periciklo
peridio	peridio
peridotito	peridotito
peridoto	peridoto
perifrazo	perifrazo
perigina	perigina
periglacia	periglacia
perikardiito	perikardiito
perikopo	perikopo
periljo	periljo
peripetio	peripetio
perisoreo	perisoreo
perispermo	perispermo
perispirito	perispirito
peritecio	peritecio
perkedoj	perkedoj
perkoformaj	perkoformaj
perkolatoro	perkolatoro
perkolo	perkolo
perleĉo	perleĉo
perlito	perlito
perlono	perlono
permalojo	permalojo
permanenta	permanenta
permeablazo	permeablazo
pernicioza	pernicioza
perniso	perniso
peroksio	peroksio
peroksisomo	peroksisomo
peroneo	peroneo
personalo	personalo
perĉeo	perĉeo
pestiĉio	pestiĉio
pesujo	pesujo
petazo	petazo
petrigi	petrigi
petriĝi	petriĝi
petriĝo	petriĝo
petrografio	petrografio
petrologo	petrologo
petroselino	petroselino
pezizo	pezizo
peĉblendo	peĉblendo
peĉoŝtono	peĉoŝtono
pielo	pielo
pieridedoj	pieridedoj
pieriso	pieriso
pietisto	pietisto
pikareska	pikareska
pikloj	pikloj
piknidio	piknidio
pikolino	pikolino
pikrilo	pikrilo
pikro	pikro
piksidio	piksidio
pileo	pileo
pilokarpino	pilokarpino
pilokarpo	pilokarpo
pilora	pilora
piloro	piloro
pilozelo	pilozelo
pimpinelo	pimpinelo
pinacoj	pinacoj
pinakolo	pinakolo
pinakolono	pinakolono
pinano	pinano
pinao	pinao
pinata	pinata
pineno	pineno
pingvikulo	pingvikulo
pinikolo	pinikolo
pinjino	pinjino
pinjono	pinjono
pinktado	pinktado
pinofitoj	pinofitoj
pinopsidoj	pinopsidoj
pintumo	pintumo
pioemio	pioemio
piogena	piogena
pioo	pioo
piooreo	piooreo
pipelino	pipelino
piperacoj	piperacoj
pirakanto	pirakanto
piralo	piralo
piramidalo	piramidalo
piramidono	piramidono
pirano	pirano
pirekso	pirekso
pirenomicetoj	pirenomicetoj
piretrino	piretrino
pirgeometro	pirgeometro
piridilo	piridilo
piridino	piridino
pirido	pirido
piridoksalfosfato	piridoksalfosfato
piridoksalo	piridoksalo
piridoksino	piridoksino
piridokso	piridokso
piridoksolo	piridoksolo
piriko	piriko
pirimidino	pirimidino
pirno	pirno
pirofora	pirofora
pirokseno	pirokseno
pirolizi	pirolizi
pirolizo	pirolizo
pirometro	pirometro
pironismo	pironismo
pirulo	pirulo
piruso	piruso
pistacio	pistacio
pita	pita
pitagorismo	pitagorismo
pitango	pitango
pitiata	pitiata
pitiatismo	pitiatismo
pitiriazo	pitiriazo
pituito	pituito
pitĉo	pitĉo
pizolito	pizolito
piŝi	piŝi
piŝtolo	piŝtolo
pjelito	pjelito
pjelo	pjelo
placebo	placebo
plagalo	plagalo
plagioklazo	plagioklazo
plagiostomoj	plagiostomoj
planetario	planetario
planimetro	planimetro
planizado	planizado
planizi	planizi
plantologio	plantologio
planuloidoj	planuloidoj
planumo	planumo
plasmaferezo	plasmaferezo
plasmido	plasmido
plasmodesmo	plasmodesmo
plasmodio	plasmodio
plasmodo	plasmodo
plasmogamio	plasmogamio
plastia	plastia
plastidaro	plastidaro
plastido	plastido
plastieco	plastieco
plastio	plastio
plastizi	plastizi
plastizilo	plastizilo
platdiĉo	platdiĉo
platenato	platenato
platicerio	platicerio
platino	platino
platismo	platismo
platoneca	platoneca
platonisma	platonisma
platumo	platumo
plazio	plazio
plegio	plegio
plejnkanto	plejnkanto
plekso	plekso
plektranto	plektranto
plen	plen
plendinda	plendinda
pleokroa	pleokroa
pleokroeco	pleokroeco
pleokroismo	pleokroismo
pleziosaŭro	pleziosaŭro
pleŭroto	pleŭroto
ploceedoj	ploceedoj
ploceo	ploceo
ploido	ploido
plozivo	plozivo
plumbato	plumbato
plur	plur
plurilo	plurilo
pluteo	pluteo
pluŝ	pluŝ
pneŭmata	pneŭmata
pneŭmo	pneŭmo
pneŭmogastra	pneŭmogastra
pneŭmonektomio	pneŭmonektomio
pneŭmonito	pneŭmonito
pneŭmono	pneŭmono
pneŭmonokoniozo	pneŭmonokoniozo
pneŭmonologio	pneŭmonologio
pneŭmonopatio	pneŭmonopatio
poacoj	poacoj
pocio	pocio
podokarpo	podokarpo
podzolo	podzolo
poezino	poezino
poezo	poezo
pogostemono	pogostemono
pojkiloterma	pojkiloterma
pokso	pokso
polajro	polajro
polarografio	polarografio
polarono	polarono
polemologio	polemologio
polemonio	polemonio
polenologio	polenologio
poliedro	poliedro
polieno	polieno
poligalo	poligalo
poligonato	poligonato
polikroa	polikroa
polimorfa	polimorfa
polimorfeco	polimorfeco
polimorfismo	polimorfismo
polinuklea	polinuklea
poliplektro	poliplektro
poliploida	poliploida
poliporo	poliporo
poliptiko	poliptiko
polisindeto	polisindeto
polistiko	polistiko
politikologio	politikologio
politologio	politologio
politriko	politriko
polituri	polituri
poliĥetoj	poliĥetoj
poliŝo	poliŝo
poljo	poljo
pomacoj	pomacoj
pomelo	pomelo
pomfritoj	pomfritoj
pondi	pondi
pontederio	pontederio
ponĉo	ponĉo
porfirino	porfirino
porfirio	porfirio
porfuro	porfuro
porna	porna
pornaĵo	pornaĵo
porne	porne
pornemulo	pornemulo
porni	porni
pornisto	pornisto
pornografaĵo	pornografaĵo
pornografo	pornografo
pornulo	pornulo
portanco	portanco
porĉo	porĉo
potaro	potaro
potencato	potencato
poterno	poterno
potirono	potirono
pozidonio	pozidonio
pozolano	pozolano
praantropo	praantropo
praho	praho
prakrito	prakrito
pratikablo	pratikablo
prato	prato
pre	pre
precedento	precedento
precepto	precepto
precioza	precioza
predelo	predelo
predispozicii	predispozicii
prefacio	prefacio
prefaco	prefaco
prefiksoido	prefiksoido
pregado	pregado
pregi	pregi
preleĝi	preleĝi
premiuma	premiuma
premiumo	premiumo
premiŝo	premiŝo
prenanteso	prenanteso
prenipova	prenipova
presto	presto
presurizi	presurizi
presurizilo	presurizilo
pretericio	pretericio
pretora	pretora
pretorano	pretorano
pretoreco	pretoreco
pretorejo	pretorejo
pretoro	pretoro
preventorio	preventorio
prezervi	prezervi
prezidio	prezidio
priapismo	priapismo
prikli	prikli
primatologio	primatologio
primavero	primavero
primordio	primordio
pristo	pristo
probabliko	probabliko
procelariedoj	procelariedoj
procionedoj	procionedoj
prodaĵo	prodaĵo
prodo	prodo
prodromo	prodromo
produktoro	produktoro
profazo	profazo
profetino	profetino
projekciatoro	projekciatoro
prokariota	prokariota
prokarioto	prokarioto
prokariotoj	prokariotoj
prokavio	prokavio
prokaviuloj	prokaviuloj
proklizaĵo	proklizaĵo
proklizo	proklizo
prokloro	prokloro
proklorofitoj	proklorofitoj
prokuratoro	prokuratoro
prolaktino	prolaktino
prolamino	prolamino
prolanemio	prolanemio
prolano	prolano
prolepso	prolepso
proliferado	proliferado
proliferema	proliferema
proliferi	proliferi
prolino	prolino
promilo	promilo
prominenco	prominenco
prominenta	prominenta
promotoro	promotoro
prompta	prompta
prompteco	prompteco
prompti	prompti
prompto	prompto
promulgi	promulgi
promulgo	promulgo
pronado	pronado
pronanto	pronanto
proni	proni
prono	prono
prononĉi	prononĉi
prop	prop
propagero	propagero
propanalo	propanalo
propano	propano
proparoksitona	proparoksitona
propenaldehido	propenaldehido
propenalo	propenalo
propenato	propenato
propileo	propileo
propilo	propilo
propionlaktono	propionlaktono
propiono	propiono
propoliso	propoliso
propriocepti	propriocepti
proprioceptilo	proprioceptilo
propulsi	propulsi
propulsilo	propulsilo
proscenio	proscenio
prosektoro	prosektoro
prospektivo	prospektivo
prostaglandino	prostaglandino
prostatektomio	prostatektomio
prostatito	prostatito
prosteto	prosteto
prostezo	prostezo
prostitucio	prostitucio
prostitŭi	prostitŭi
prostracio	prostracio
protalo	protalo
protamino	protamino
protazo	protazo
proteido	proteido
proteinazo	proteinazo
proteinliza	proteinliza
proteo	proteo
proterozoiko	proterozoiko
protido	protido
proto	proto
protoptero	protoptero
prototrofa	prototrofa
proverbologio	proverbologio
provincialo	provincialo
proviruso	proviruso
prudeco	prudeco
prudulino	prudulino
prudulo	prudulo
prujnumo	prujnumo
prunuso	prunuso
prurito	prurito
psamito	psamito
pseŭdomorfa	pseŭdomorfa
pseŭdomorfismo	pseŭdomorfismo
pseŭdomorfiĝi	pseŭdomorfiĝi
pseŭdopodo	pseŭdopodo
psidio	psidio
psikedela	psikedela
psikedelismo	psikedelismo
psiledoj	psiledoj
psilo	psilo
psilofito	psilofito
psilofitopsidoj	psilofitopsidoj
psilotacoj	psilotacoj
psiloto	psiloto
psilotopsidoj	psilotopsidoj
psitakedoj	psitakedoj
psitakozo	psitakozo
psoaso	psoaso
psoko	psoko
psokopteroj	psokopteroj
psoraleno	psoraleno
psoro	psoro
ptarmiko	ptarmiko
pteranodonto	pteranodonto
pteraspidmorfoj	pteraspidmorfoj
pteraspido	pteraspido
pteraspidoformaj	pteraspidoformaj
pteridofitoj	pteridofitoj
pterigo	pterigo
pteriguloj	pteriguloj
pterobrankoj	pterobrankoj
pterokarpo	pterokarpo
pteroklo	pteroklo
pterosaŭroj	pterosaŭroj
ptialazo	ptialazo
ptialino	ptialino
ptilonorinkedoj	ptilonorinkedoj
ptilonorinko	ptilonorinko
ptozo	ptozo
pubio	pubio
pubiotomio	pubiotomio
puca	puca
pudenda	pudenda
pudendo	pudendo
pudinĝo	pudinĝo
pudlado	pudlado
pudli	pudli
pudo	pudo
puduo	puduo
puerpera	puerpera
puerpereco	puerpereco
pufino	pufino
pukcinio	pukcinio
pulardo	pulardo
pulko	pulko
pulkvo	pulkvo
pullo	pullo
pulmito	pulmito
pulmonario	pulmonario
pulpito	pulpito
pulsatilo	pulsatilo
pultacea	pultacea
pululi	pululi
pulŝo	pulŝo
pumilio	pumilio
pumperniklo	pumperniklo
puniko	puniko
punkturo	punkturo
puntiliema	puntiliema
puntilio	puntilio
puntistino	puntistino
pureigi	pureigi
pureigilo	pureigilo
purino	purino
purpurao	purpurao
pusado	pusado
pustulozo	pustulozo
putrino	putrino
puvaterapio	puvaterapio
puĉisto	puĉisto
puŝtua	puŝtua
pŝento	pŝento
que	que
rabdismo	rabdismo
rabdisto	rabdisto
rabdo	rabdo
rabdomancio	rabdomancio
rabetrabotilo	rabetrabotilo
rablo	rablo
rabotatoro	rabotatoro
racema	racema
racemaĵo	racemaĵo
racemigo	racemigo
radar	radar
radiacio	radiacio
radikla	radikla
radiklito	radiklito
radiklo	radiklo
radiolarioj	radiolarioj
radiolarito	radiolarito
rafanistro	rafanistro
rafeo	rafeo
rafinozo	rafinozo
raflezio	raflezio
ragtimo	ragtimo
rajoformaj	rajoformaj
rakia	rakia
rakialgio	rakialgio
rakio	rakio
rakitogena	rakitogena
rakledo	rakledo
raledoj	raledoj
ramapiteko	ramapiteko
rambutano	rambutano
ramforinko	ramforinko
ramio	ramio
ramonĉo	ramonĉo
ramplo	ramplo
ramuro	ramuro
ranĉo	ranĉo
ranĝi	ranĝi
rasli	rasli
raslo	raslo
rastro	rastro
rastrumero	rastrumero
rastrumi	rastrumi
rastrumo	rastrumo
ratio	ratio
ravenalo	ravenalo
ravioloj	ravioloj
razii	razii
razio	razio
raĝino	raĝino
raĵo	raĵo
raŝo	raŝo
raŭfo	raŭfo
raŭto	raŭto
raŭvolfio	raŭvolfio
reado	reado
realgaro	realgaro
reaŭmura	reaŭmura
rebo	rebo
rebuŝo	rebuŝo
receptaklo	receptaklo
recesio	recesio
recesiva	recesiva
receso	receso
recidivi	recidivi
recidivo	recidivo
recidivulo	recidivulo
redempti	redempti
redoksa	redoksa
redokso	redokso
redunda	redunda
redundo	redundo
reela	reela
reelo	reelo
referendario	referendario
referenĉo	referenĉo
refraktara	refraktara
refrakteco	refrakteco
refraktoro	refraktoro
regatto	regatto
regeo	regeo
regolito	regolito
regurgiti	regurgiti
regurgito	regurgito
rehabiliti	rehabiliti
rekognoski	rekognoski
rekrutisto	rekrutisto
rektumito	rektumito
rekuperi	rekuperi
rekursio	rekursio
rekvizitoro	rekvizitoro
relegacio	relegacio
reliŝo	reliŝo
remburso	remburso
remita	remita
remito	remito
remonstranto	remonstranto
remoro	remoro
remtero	remtero
ren	ren
renaĵo	renaĵo
rendevŭo	rendevŭo
reniato	reniato
renino	renino
renonci	renonci
rentabilitato	rentabilitato
reobazo	reobazo
repetitoro	repetitoro
repo	repo
reprezentiveco	reprezentiveco
reprografi	reprografi
reskripto	reskripto
resolucio	resolucio
responsorio	responsorio
restitui	restitui
restrikta	restrikta
restrikto	restrikto
retablo	retablo
retikula	retikula
retikulo	retikulo
retikulozo	retikulozo
retinaklo	retinaklo
retinalo	retinalo
retinito	retinito
retinolo	retinolo
retinoloido	retinoloido
retinopatio	retinopatio
reumo	reumo
revanĉo	revanĉo
reverendo	reverendo
reversio	reversio
revulsio	revulsio
revŭo	revŭo
rezerpino	rezerpino
rezidentejo	rezidentejo
rezidento	rezidento
reziduo	reziduo
rezistivo	rezistivo
rezoluta	rezoluta
rezorcinolo	rezorcinolo
reŭmato	reŭmato
reŭmatoida	reŭmatoida
reŭmatologio	reŭmatologio
reŭmatologo	reŭmatologo
ribeko	ribeko
ribosoma	ribosoma
ribosomo	ribosomo
ribozo	ribozo
ricevujo	ricevujo
ricinino	ricinino
rifto	rifto
rikecialoj	rikecialoj
rikeciozoj	rikeciozoj
rikura	rikura
rikuri	rikuri
rikuro	rikuro
rilaksa	rilaksa
rilaksado	rilaksado
rilaksi	rilaksi
rilegi	rilegi
ringizi	ringizi
ringumi	ringumi
rinito	rinito
rinkocefaloj	rinkocefaloj
rino	rino
rinoceredoj	rinoceredoj
rinologio	rinologio
rinoplastio	rinoplastio
rinoskopio	rinoskopio
rinĥocefaloj	rinĥocefaloj
riolito	riolito
ripidistoj	ripidistoj
riporti	riporti
riportisto	riportisto
riposti	riposti
rislingo	rislingo
ritmenbluso	ritmenbluso
ritornelo	ritornelo
rivalto	rivalto
rivolŭo	rivolŭo
rivulario	rivulario
rizobio	rizobio
rizoforejo	rizoforejo
rizoforo	rizoforo
rizokarpo	rizokarpo
rizopodoj	rizopodoj
rizorio	rizorio
robaio	robaio
robajo	robajo
robbo	robbo
robro	robro
roburo	roburo
rocelo	rocelo
rodeo	rodeo
rodofitoj	rodofitoj
rodopsino	rodopsino
roeoj	roeoj
rojadi	rojadi
rokuarbo	rokuarbo
rokuo	rokuo
romanda	romanda
romando	romando
romantismo	romantismo
romboedra	romboedra
romboedro	romboedro
rondaŭo	rondaŭo
roo	roo
rorkvalo	rorkvalo
rosometro	rosometro
rosumo	rosumo
rotaismo	rotaismo
rotao	rotao
rotenono	rotenono
roverso	roverso
ruado	ruado
ruana	ruana
rubetro	rubetro
rubuŝo	rubuŝo
rudbekio	rudbekio
rugini	rugini
rugino	rugino
rumeno	rumeno
rumoro	rumoro
runcinata	runcinata
rundo	rundo
rungo	rungo
rusigi	rusigi
rusismo	rusismo
rusko	rusko
rusulo	rusulo
rutelo	rutelo
rutena	rutena
ruteniato	ruteniato
rutilo	rutilo
rutozido	rutozido
ruĝumi	ruĝumi
ruĵo	ruĵo
sabena	sabena
sabino	sabino
sablopetro	sablopetro
saburo	saburo
sadhuo	sadhuo
safena	safena
sagŭo	sagŭo
sahibo	sahibo
sajmirio	sajmirio
sakarato	sakarato
sakarazo	sakarazo
sakarido	sakarido
sakarometrio	sakarometrio
sakaromiceto	sakaromiceto
sakrala	sakrala
salamandredoj	salamandredoj
salangano	salangano
salicino	salicino
salikato	salikato
salikilato	salikilato
salikino	salikino
salikornio	salikornio
salikozido	salikozido
salmiso	salmiso
salmonelozo	salmonelozo
salpingito	salpingito
salpo	salpo
salpuloj	salpuloj
sambo	sambo
samizdato	samizdato
samolo	samolo
sampli	sampli
samplilo	samplilo
samplo	samplo
sandarako	sandarako
sandovo	sandovo
sangrio	sangrio
sangvisorbo	sangvisorbo
saniklo	saniklo
sanpaŭlio	sanpaŭlio
sanseviero	sanseviero
santalolo	santalolo
sapeko	sapeko
sapfa	sapfa
sapfismo	sapfismo
sapfismulino	sapfismulino
saponino	saponino
sapotacoj	sapotacoj
sapotbero	sapotbero
sapreja	sapreja
sapro	sapro
sapropelo	sapropelo
saproviveco	saproviveco
saprovivulismo	saprovivulismo
saprovivulo	saprovivulo
saprozoo	saprozoo
saracenio	saracenio
sarafano	sarafano
sarako	sarako
sarcino	sarcino
sardano	sardano
sardona	sardona
sarkofaĝo	sarkofaĝo
sarkomozo	sarkomozo
sarkopsilo	sarkopsilo
sarkopto	sarkopto
sarmenta	sarmenta
sarmento	sarmento
sartorio	sartorio
sarusofono	sarusofono
satisfakcio	satisfakcio
savarino	savarino
saŝimo	saŝimo
saŭriskioj	saŭriskioj
sbiro	sbiro
scifozooj	scifozooj
scilo	scilo
scinkedoj	scinkedoj
scinko	scinko
scintili	scintili
scintilografio	scintilografio
scintilogramo	scintilogramo
scintilometro	scintilometro
scintiloskanilo	scintiloskanilo
sciuredoj	sciuredoj
sebaco	sebaco
sebasto	sebasto
sebuma	sebuma
sedeco	sedeco
sedi	sedi
sedimentologio	sedimentologio
sedo	sedo
segregacio	segregacio
seisma	seisma
seismo	seismo
seismografo	seismografo
seismogramo	seismogramo
seismologio	seismologio
seismologo	seismologo
